region,population,area,cases1,deaths1,cases2,deaths2,cases3,deaths3,cases4,deaths4,cases5,deaths5,cases6,deaths6,cases7,deaths7,cases8,deaths8,cases9,deaths9,cases10,deaths10,cases11,deaths11,cases12,deaths12,cases13,deaths13,cases14,deaths14,cases15,deaths15,cases16,deaths16,cases17,deaths17,cases18,deaths18,cases19,deaths19,cases20,deaths20,cases21,deaths21,cases22,deaths22,cases23,deaths23,cases24,deaths24,cases25,deaths25,cases26,deaths26,cases27,deaths27,cases28,deaths28,cases29,deaths29,cases30,deaths30,cases31,deaths31,cases32,deaths32,cases33,deaths33,cases34,deaths34,cases35,deaths35,cases36,deaths36,cases37,deaths37,cases38,deaths38,cases39,deaths39,cases40,deaths40,cases41,deaths41,cases42,deaths42,cases43,deaths43,cases44,deaths44,cases45,deaths45,cases46,deaths46,cases47,deaths47,cases48,deaths48,cases49,deaths49,cases50,deaths50,cases51,deaths51,cases52,deaths52,cases53,deaths53,cases54,deaths54,cases55,deaths55,cases56,deaths56,cases57,deaths57,cases58,deaths58,cases59,deaths59,cases60,deaths60,cases61,deaths61,cases62,deaths62,cases63,deaths63,cases64,deaths64,cases65,deaths65,cases66,deaths66,cases67,deaths67,cases68,deaths68,cases69,deaths69,cases70,deaths70,cases71,deaths71,cases72,deaths72,cases73,deaths73,cases74,deaths74,cases75,deaths75,cases76,deaths76,cases77,deaths77,cases78,deaths78,cases79,deaths79,cases80,deaths80,cases81,deaths81,cases82,deaths82,cases83,deaths83,cases84,deaths84,cases85,deaths85,cases86,deaths86,cases87,deaths87,cases88,deaths88,cases89,deaths89,cases90,deaths90,cases91,deaths91,cases92,deaths92,cases93,deaths93,cases94,deaths94,cases95,deaths95,cases96,deaths96,cases97,deaths97,cases98,deaths98,cases99,deaths99,cases100,deaths100,cases101,deaths101,cases102,deaths102,cases103,deaths103,cases104,deaths104
Gambia,2416668,10120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,3,1,3,1,3,1,3,1,3,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,11,1,12,1,17,1,17,1,17,1
Georgia,3989167,69490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,3,0,3,0,3,0,3,0,4,0,4,0,4,0,13,0,15,0,15,0,24,0,24,0,25,0,30,0,33,0,33,0,34,0,38,0,40,0,43,0,49,0,54,0,61,0,70,0,75,0,79,0,83,0,90,0,91,0,103,0,110,0,117,0,134,0,155,0,162,1,174,2,188,2,196,3,211,3,218,3,234,3,242,3,257,3,272,3,300,3,306,3,348,3,370,3,388,4,394,4,402,4,408,4,416,5,425,5,444,5,456,5,486,6,497,6,511,6,517,6,539,6,566,7,582,8,589,9,593,9
Germany,83783942,348560,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0,4,0,5,0,8,0,10,0,12,0,12,0,12,0,12,0,13,0,13,0,14,0,14,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,17,0,27,0,46,0,48,0,79,0,130,0,159,0,196,0,262,0,482,0,670,0,799,0,1040,0,1176,2,1457,2,1908,3,2078,3,3675,7,4585,9,5795,11,7272,17,9257,24,12327,28,15320,44,19848,67,22213,84,24873,94,29056,123,32986,157,37323,206,43938,267,50871,342,57695,433,62095,533,66885,645,71808,775,77872,920,84794,1107,91159,1275,96092,1444,100123,1584,103374,1810,107663,2016,113296,2349,118181,2607,122171,2767,124908,2736,127854,3022,130072,3194,131359,3294,134753,3804,137698,4052,141397,4352,143342,4459,145184,4586,147065,4862,148291,5033,150648,5279,153129,5575,154999,5760,156513,5877,157770,5976,158758,6126,159912,6314,161539,6467,163009,6623,164077,6736,164967,6812,165664,6866,166152,6993
Ghana,31072940,227540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,6,0,7,0,7,0,11,0,16,0,19,1,23,1,27,2,53,2,93,4,132,4,137,4,141,5,152,5,152,5,161,5,195,5,204,5,205,5,205,5,214,5,214,5,287,5,313,6,378,6,378,6,408,8,566,8,566,8,636,8,636,8,641,8,641,8,834,9,1042,9,1042,9,1042,9,1154,9,1154,9,1279,10,1279,10,1550,11,1550,11,1671,16,1671,16,2074,17,2074,17,2169,18,2169,18,2719,18
Greece,10423054,128900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,4,0,7,0,7,0,7,0,9,0,31,0,45,0,46,0,73,0,73,0,89,0,99,1,99,1,190,1,228,3,331,4,331,4,387,5,418,5,418,6,495,6,530,13,624,15,695,17,743,20,821,22,892,26,966,28,1061,32,1156,38,1212,43,1314,49,1415,50,1544,53,1613,63,1673,68,1735,73,1755,79,1832,81,1884,83,1955,87,2011,92,2081,93,2114,98,2145,99,2170,101,2192,102,2207,105,2224,108,2235,110,2235,113,2245,116,2401,121,2408,121,2463,125,2490,130,2506,130,2517,134,2534,136,2566,138,2576,139,2591,140,2612,140,2620,143,2626,144,2632,146
Guatemala,17915568,107160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,6,1,6,1,9,1,12,1,17,1,19,1,20,1,21,1,24,1,25,1,28,1,34,1,34,1,36,1,38,1,39,1,47,1,50,1,61,2,61,2,70,3,77,3,87,3,95,3,126,3,137,3,155,5,156,5,167,5,180,5,196,5,214,7,235,7,257,7,289,7,294,7,316,8,384,11,430,11,473,13,500,15,530,15,530,15,557,16,599,16,644,16,688,17,703,17,730,19
Guinea,13132795,245720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,4,0,4,0,4,0,4,0,8,0,8,0,16,0,22,0,22,0,30,0,52,0,73,0,111,0,121,0,128,0,144,0,164,0,194,0,212,0,250,0,250,0,319,0,363,0,404,1,438,1,477,3,518,3,579,5,622,5,688,6,761,6,862,6,954,6,996,7,996,7,1163,7,1240,7,1351,7,1495,7,1537,7,1586,7,1586,7,1710,9
Guyana,786552,196850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,1,4,1,7,1,7,1,7,1,7,1,7,1,19,1,20,1,5,1,5,1,5,1,5,1,8,1,8,1,8,1,12,2,19,2,19,4,23,4,23,4,24,4,31,4,33,5,37,6,37,6,37,6,45,6,45,6,45,6,47,6,55,6,55,6,63,6,63,6,65,7,65,7,66,7,67,7,70,7,73,7,73,7,74,8,74,8,74,8,78,8,82,9,82,9,82,9,82,9,92,9
Haiti,11402528,27560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,6,0,7,0,8,0,8,0,8,0,8,0,15,0,15,0,15,0,16,0,16,0,18,0,20,0,21,1,24,1,25,1,27,1,30,2,31,2,33,2,33,3,40,3,40,3,41,3,41,3,43,3,44,3,47,3,57,3,57,3,62,4,72,5,72,5,72,6,74,6,76,6,76,6,76,6,81,8,85,8,85,8,88,9,100,11
Holy See,801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,0,4,0,4,0,4,0,6,0,6,0,6,0,6,0,6,0,7,0,7,0,7,0,7,0,7,0,7,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,10,0,10,0,11,0,11,0,11,0,11,0,11,0
Honduras,9904607,111890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,3,0,6,0,8,0,9,0,12,0,24,0,24,0,26,0,30,0,30,0,36,0,52,1,68,1,95,1,110,3,139,7,141,7,172,10,219,14,222,15,264,15,268,22,298,22,305,22,312,22,343,23,382,23,392,24,393,25,397,25,407,26,419,31,426,35,442,41,457,46,472,46,477,46,494,46,510,46,519,47,591,55,627,59,627,59,661,61,702,64,738,66,771,71,804,75,1010,76,1055,82,1178,83
Hungary,9660351,90530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,4,0,7,0,9,0,9,0,13,0,13,0,19,0,30,0,32,1,39,1,50,1,58,1,73,1,85,3,103,4,131,6,167,7,187,9,226,10,261,10,300,10,343,11,408,13,447,15,492,16,525,20,585,21,623,26,678,32,733,34,744,38,817,47,895,58,980,66,1190,77,1310,85,1410,99,1458,109,1512,122,1579,134,1652,142,1763,156,1834,172,1916,189,1984,199,2098,213,2168,225,2284,239,2443,262,2443,262,2500,272,2583,280,2649,291,2727,300,2775,312,2863,323,2942,335,2998,340,3035,351
Iceland,341243,100250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,6,0,11,0,26,0,34,0,43,0,50,0,50,0,58,0,69,0,85,0,103,0,134,0,156,0,171,5,180,0,220,1,250,1,330,1,409,0,473,1,568,1,588,1,648,2,737,2,802,2,890,2,963,2,1020,2,1086,2,1135,2,1220,2,1319,4,1364,4,1417,4,1486,4,1562,6,1586,6,1616,6,1648,6,1675,7,1689,8,1701,8,1711,8,1720,8,1727,8,1739,8,1754,9,1760,9,1771,9,1773,10,1778,10,1785,10,1789,10,1789,10,1790,10,1792,10,1792,10,1795,10,1797,10,1797,10,1798,10,1798,10,1799,10,1799,10
India,1380004385,2973190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,5,0,5,0,28,0,30,0,31,0,34,0,39,0,43,0,56,0,62,1,73,1,82,2,102,2,113,2,119,2,142,3,156,3,194,4,244,5,330,4,396,7,499,10,536,10,657,12,727,20,887,20,987,24,1024,27,1251,32,1397,35,1998,58,2543,72,2567,72,3082,86,3588,99,4778,136,5311,150,5916,178,6725,226,7598,246,8446,288,9205,331,10453,358,11487,393,12322,405,13430,448,14352,486,15722,521,17615,559,18539,592,20080,645,21370,681,23077,721,24530,780,26283,825,27890,881,29451,939,31324,1008,33062,1079,34863,1154,37257,1223,39699,1323,42505,1391,46437,1566
Indonesia,273523615,1811570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,4,0,4,0,6,0,19,0,27,0,34,1,34,1,69,4,96,5,117,5,134,5,172,5,227,19,311,25,369,32,450,38,514,48,579,49,686,55,790,58,893,78,1046,87,1155,102,1285,114,1414,122,1528,136,1677,157,1790,170,1986,181,2092,191,2273,198,2491,209,2738,221,2956,240,3293,280,3512,306,3842,327,4241,373,4557,399,4839,459,5136,469,5516,496,5923,520,6248,535,6575,582,6760,590,7135,616,7418,635,7775,647,8211,689,8607,720,8882,743,9096,765,9511,773,9771,784,10118,792,10551,800,10843,831,11192,845,11587,864
Iran,83992949,1628550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,18,4,28,5,43,8,61,12,95,16,139,19,245,26,388,34,593,43,978,54,1501,66,2336,77,2922,92,3513,107,4747,124,5823,145,6566,194,7161,237,8042,291,9000,354,10075,429,11364,514,12729,611,13938,724,14991,853,16169,988,17361,1135,18407,1284,19644,1433,20610,1556,21638,1685,23049,1812,24811,1934,27017,2077,29406,2234,32332,2378,35408,2517,38309,2640,41495,2757,44605,2898,47593,3036,50468,3160,53183,3294,55743,3452,58226,3603,60500,3739,62589,3872,64586,3993,66220,4110,68192,4232,70029,4357,71686,4474,73303,4585,74877,4683,76389,4777,77995,4869,79494,4958,80868,5031,82211,5118,83505,5209,84802,5297,85996,5391,87026,5481,88194,5574,89328,5650,90481,5710,91472,5806,92584,5877,93657,5957,94640,6028,95646,6091,96448,6156,97424,6203,98647,6277
Iraq,40222493,434320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,7,0,7,0,13,0,19,0,26,0,32,0,35,2,35,2,40,3,54,4,60,6,60,6,71,7,71,7,71,8,101,9,110,10,116,10,124,10,154,11,164,12,192,13,208,17,214,17,233,20,266,23,316,27,346,29,382,36,458,40,506,42,547,42,630,46,694,50,728,52,772,54,820,54,878,56,961,61,1031,64,1122,65,1202,69,1232,69,1279,70,1318,72,1352,76,1378,78,1400,78,1415,79,1434,80,1482,81,1513,82,1539,82,1574,82,1602,83,1631,83,1677,83,1708,86,1763,86,1820,87,1847,88,1928,90,2003,92,2085,93,2153,94,2219,95,2296,97,2346,98
Ireland,4937786,68890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,6,0,6,0,18,0,18,0,19,0,21,0,34,0,43,1,43,1,90,1,129,2,129,2,169,2,223,2,292,2,557,3,683,3,785,3,906,4,1125,6,1329,7,1564,9,1819,19,2121,22,2415,36,2615,46,2910,54,3235,71,3447,85,3849,98,4273,120,4604,137,4994,158,5364,174,5709,210,6074,235,6574,263,8089,287,8928,320,9655,334,10647,365,11479,406,12547,444,13271,486,13980,530,14758,571,15251,610,15652,687,16040,730,16671,769,17607,794,18184,1014,18561,1063,19262,1087,19648,1102,19877,1159,20253,1190,20612,1232,20833,1265,21176,1286,21506,1303,21772,1319
Israel,8655535,21640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,3,0,4,0,7,0,10,0,10,0,12,0,15,0,20,0,37,0,43,0,61,0,61,0,75,0,79,0,100,0,126,0,155,0,213,0,218,0,250,0,304,0,427,0,529,0,712,1,883,1,1071,1,1238,3,2369,5,2693,8,3035,12,3619,12,4247,15,4695,16,5358,20,6092,26,6857,36,7428,40,7851,44,8430,49,8904,57,9248,65,9404,73,9968,86,10408,95,10743,101,11145,103,11586,116,12046,123,12501,130,12758,142,12982,151,13265,164,13491,172,13713,177,13942,184,14498,189,14803,192,15058,194,15298,199,15443,201,15555,204,15728,210,15834,215,15946,222,16101,225,16185,229,16208,232,16246,235
Italy,60461826,294140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,20,1,62,2,155,3,229,7,322,10,453,12,655,17,888,21,1128,29,1694,34,2036,52,2502,79,3089,107,3858,148,4636,197,5883,233,7375,366,9172,463,10149,631,12462,827,12462,827,17660,1266,21157,1441,24747,1809,27980,2158,31506,2503,35713,2978,41035,3405,47021,4032,53578,4825,59138,5476,63927,6077,69176,6820,74386,7503,80589,8215,86498,9134,92472,10023,97689,10779,101739,11591,105792,12428,110574,13155,115242,13915,119827,14681,124632,15362,128948,15887,132547,16523,135586,17127,139422,17669,143626,18279,147577,18849,152271,19468,156363,19899,159516,20465,162488,21067,165155,21645,168941,22170,172434,22745,175925,23227,178972,23660,181228,24114,183957,24648,187327,25085,189973,25549,192994,25969,195351,26384,197675,26644,199414,26977,201505,27359,203591,27682,205463,27967,207428,28236,209328,28710,210717,28884,211938,29079
Jamaica,2961167,10830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,8,0,8,0,10,0,10,0,12,0,13,0,15,1,16,1,16,1,19,1,19,1,21,1,26,1,26,1,26,1,30,1,32,1,36,1,36,1,44,3,47,3,47,3,53,3,58,3,58,3,63,3,63,4,63,4,63,4,65,4,69,4,73,4,73,4,125,5,143,5,143,5,163,5,173,5,223,5,223,6,233,6,257,6,288,7,305,7,350,7,364,7,364,7,396,7,422,8,432,8,463,8,469,9,471,9
Japan,126476461,364555,2,0,2,0,2,0,2,0,4,0,4,0,7,0,7,0,11,0,15,0,20,0,20,0,20,0,22,0,22,0,22,0,25,0,25,0,26,0,26,0,26,0,28,0,28,1,29,1,43,1,59,1,66,1,74,1,84,1,94,1,105,1,122,1,147,1,159,1,170,1,189,2,214,4,228,4,241,5,256,6,274,6,293,6,331,6,360,6,420,6,461,6,502,6,511,10,581,10,639,15,639,16,701,19,773,22,839,22,839,27,878,29,889,29,924,29,963,33,1007,35,1101,41,1128,42,1193,43,1307,45,1387,47,1468,49,1693,52,1866,54,1866,54,1953,56,2178,57,2495,62,2617,63,3139,77,3139,77,3654,85,3906,92,4257,93,4667,94,5530,99,6005,99,6748,108,7370,123,7645,143,8100,146,8626,178,9787,190,10296,222,10797,236,10797,236,11135,263,11512,281,12368,328,12829,345,13231,360,13441,372,14153,385,13736,394,13895,413,14088,430,14305,455,14571,474,14877,487,15078,536
Jordan,10203134,88780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,8,0,17,0,34,0,52,0,69,0,85,0,85,0,112,0,127,0,154,0,172,0,212,0,235,1,246,1,259,3,268,5,274,5,278,5,299,5,310,5,323,5,345,5,349,6,353,6,358,6,372,7,372,7,381,7,389,7,391,7,397,7,401,7,402,7,407,7,413,7,417,7,425,7,428,7,435,7,437,7,441,7,444,7,447,7,449,7,449,8,451,8,453,8,459,8,460,9,461,9,465,9
Kazakhstan,18776707,2699700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,9,0,10,0,33,0,35,0,44,0,49,3,53,0,60,0,62,0,72,0,81,0,111,1,150,1,228,1,284,1,302,1,343,2,380,3,435,3,464,6,531,5,584,6,662,6,697,6,727,7,781,8,812,10,865,10,951,10,1091,12,1232,14,1295,16,1402,17,1546,17,1615,17,1676,17,1852,19,1995,19,2135,19,2289,20,2482,25,2601,25,2717,25,2835,25,3027,25,3138,25,3402,25,3597,25,3857,25,3920,27,4049,29
Kenya,53771296,569140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,3,0,3,0,3,0,7,0,7,0,7,0,15,0,16,0,25,0,28,0,31,1,31,1,38,1,42,1,50,1,59,1,81,1,110,3,122,4,126,4,142,4,158,6,172,6,179,6,184,7,189,7,191,7,197,8,208,9,216,9,225,10,234,11,246,11,262,12,270,14,281,14,296,14,303,14,320,14,336,14,343,14,355,14,363,14,374,14,384,15,396,17,411,21,435,22,465,24,490,24
Korea (South),51269185,97230,1,0,1,0,2,0,2,0,3,0,4,0,4,0,4,0,4,0,11,0,12,0,15,0,15,0,16,0,19,0,23,0,24,0,24,0,25,0,27,0,28,0,28,0,28,0,28,0,28,0,29,0,30,0,31,0,31,0,104,1,204,2,433,2,602,6,833,8,977,10,1261,12,1766,13,2337,13,3150,16,3736,17,4335,28,5186,28,5621,35,6088,35,6593,42,7041,44,7314,50,7478,53,7513,54,7755,60,7869,66,7979,66,8086,72,8162,75,8236,75,8320,81,8413,84,8565,91,8652,94,8799,102,8961,111,8961,111,9037,120,9137,126,9241,131,9332,139,9478,144,9583,152,9661,158,9786,162,9887,165,9976,169,10062,174,10156,177,10237,183,10284,186,10331,192,10384,200,10423,204,10450,208,10480,211,10512,214,10537,217,10564,222,10591,225,10613,229,10635,230,10653,232,10661,234,10674,236,10683,237,10694,238,10708,240,10718,240,10728,242,10738,243,10752,244,10761,246,10765,247,10774,248,10780,250,10793,250,10801,252,10804,254
Kuwait,4270571,17820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,26,0,43,0,45,0,45,0,45,0,56,0,56,0,56,0,58,0,58,0,61,0,64,0,64,0,69,0,72,0,80,0,80,0,104,0,112,0,123,0,130,0,142,0,148,0,159,0,176,0,188,0,189,0,191,0,195,0,208,0,225,0,235,0,255,0,266,0,289,0,317,0,342,0,417,0,479,1,556,1,665,1,743,1,855,1,910,1,993,1,1154,1,1234,1,1300,2,1355,3,1405,3,1524,3,1658,5,1751,6,1915,7,1995,9,2080,11,2248,13,2399,14,2614,15,2892,19,3075,20,3288,22,3440,23,3740,24,4024,26,4377,30,4619,33,4983,38,5278,40
Kyrgyzstan,6524195,191800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,14,0,14,0,16,0,42,0,44,0,44,0,58,0,58,0,84,0,94,0,107,0,111,0,116,0,130,1,144,1,147,1,216,4,228,4,270,4,280,4,298,5,339,5,377,5,419,5,430,5,449,5,466,5,489,5,506,5,554,5,568,7,590,7,612,7,631,8,665,8,665,8,682,8,695,8,708,8,729,8,746,8,756,8,769,8,795,10,830,10
